text,tag
Obaishi Jada Nashihat Mat De.  Bharat Me Rahna hai To Bharat ka Tor Tarika Sikh Lena Chahiye Tumko,CAG
bahan chut randi ki Aulad tere ko pata hai Mumtaj Jawani Mein Chala Gaya isliye tera baap Modi ke pass Tajmahal ke paise Aate Hain aur Mumtaj javani Mein Nahin Gaya Hota kahan se tera baap Modi ka Paisa Milta tera ma ko na  bahan ko kotthe  Mein Bitha kar Paisa Le Aate Mujhe yakin Hai Modi tere ma koi kothe Mein Baitha tha,OAG
Kya koi parson ek party banalay apni or us ka apnay ko party head banalay to Kya Hum aapno ka Hindustan us chutiya Kay bool nay say chalna cahiya  Us ko khud apnay ko kutta ya cuyar (pig) maan na cahiya,CAG
Owaisi Kaun hota hai PM Modi ko Ayodhya jaane se rokne wala Desh ka Gaddar Hai Sala,CAG
"Phat rahi h haramiyo ki, jo kae salo se latkake mamle ko rakhe the. jo ab BJP ki sarkar me ban raha h. Jai Shree Ram",OAG
OBC bolane wala Kaun Hai be kaun hai bolane wala kaun hai Kisi ka bhi karta hai ho gaya samajhna chahie Tum Hindustan Mein Rahega Hindustan ka Hindu,NAG
Desh ke log ab owasi Jaise Secular thekedaar doglo ko jawaab dena jaan chuke woh din door nhi aise log muh kholne se pahle sau Baar sochege,CAG
Oveshi aisa kya pakistan me hindu bol sakta hai kya ki bat karta rahta hai Ishliye hindustan me rahe raho ho,NAG
Aap log bhi iska bayan kyon dikhata ho,NAG
"Owaisi topi pahanta hai ,Namaj padta hai to communal nahi hai.",NAG
Are Morocco Bhagwan Ayodhya Mein Nahin Paida hue the Pakistan mein Paida hue the,NAG
Kaise ho sale media wale tum log Mar kyon nahin jata hai sare log kyon desh ko barbad karne ke chakkar mein laga hua hai,OAG
Owasi kute  sale tere  gaar  me  kyo  khujli  ho  rhi  h  hmare  Ram  mandir  ko  le  kr,OAG
Owaisi ko bolane ki Aadat hai Kuchh Bhi bol sakta hai Modi ji ko jo karna hai vah to Karenge bolata sub Hai Karta koi hai,NAG
Ye suwar Kitna bhi  bhoke   koi fayda  Nahi Hoga pm jayege aur Mandir Ka subh armbh  karege ???,CAG
Apna kanoon apne pas rakh .Barnol lelo kam aayega Suwar .,CAG
Is Sare Ke Gand Mein petrol Dal Do,OAG
Owaisi shab ko full saport krta hu aj kutto ki Sarkar hai to Bana lo Mandir lekin msajid wahi banegi dek liyo,CAG
Yah Hindu rashtra hai Hindu sanskruti se sanvidhan chalega jai shree ram,NAG
Abey chup... Terey se pooch ke pradhan  mantri kaam karega.. Dekhtey chal modi kis kis ki aur kesey pooja karata hey. Nahi samajh aa raha to amit shah se pooch liya kar achhi salah deta hey,NAG
ab ek bhadwa batayega kya  ki hamare modi ji ko kaha jana chahiye or kaha nahi me modi ji or yogi ji ko apna kaam karna chahiye en gaddaro se ham nipat lenge,OAG
Owaisi dogla ka pilla hai jese babar sochaly hota hai. Owaisi bhi sochaly ka naam hai,CAG
Masjid Tod Diya aur kya baki rah Gaya banane ka,NAG
Modi p.m. bankar nahi ja  ja rahe hai vo Hidu hai  esliye ja rahehai,NAG
aa hindustan he muslim nehi decide karega.,NAG
Owaisi ke nap ka Raj he me puchhna chahta hi ki iski okay Kya he iske bapka Raj chalta he,CAG
Oweshi sahit sare virodhi ko najar band kar dena chahiye jai Shri ram jai modi ji ki  sada jai ho,NAG
Jis ok jo bolna h bolne do  jai shri ram,NAG
"Desh 20 years piche pahuch chuka hai, tum salo ki gad me hindu Muslim ghusa hai",OAG
Ayodhya banne per Hindu nahin jaega to musalman jaenge kya,NAG
Katuwa ovaisi ki mas ki chut bhosdi wala,OAG
Ram mandir sc st obc ke liye unki gulami ka prtik hoga.,CAG
Chal be chutiye nikl phli furst mai tu batayega kaun karega kaun nahi pooja tere muh se acha nahi lagta ye sab,CAG
Obc tere baap ne tumahri nasl hi milbat bali h desh drohi kahi ka,CAG
"Sala madarchad Owasi, bastard Owasi, sala Babur ka aulad. Bhuk be do.",OAG
"Tum jab hinduon ke khilaf jahar uglte ho,wo sabidan ka ulangan nhi hota",NAG
Kuch nehi okhad paoge khali bhukte rahenge kutte,CAG
ur p.m ko kya karna hai aur kaha kaise jana hai ab ye sikhayenge...,NAG
36 case corona k ho gaye the beta baap ko akhri bar dekhne nahi gaya ab 15 lakh case hai mandir k utghatan me jayega yogi,NAG
Kyu nahi shamil hona chahiye.,NAG
Savidhan ka nam leke chutiya banane vala aadmi,CAG
Koi kuchh bhi kahe Jana chahie Jay Shri Ram pahle Hain Jay Shri Ram,NAG
Tu kab sa sambhidhan man Raha hai kutte,CAG
TODA OR ZOR LAGAO JALDI MANDIR BANAO KAHI NEPAL DAWA PAKA NAKRDE,NAG
Rastriya geet salo se gaya nahi jata aur nahi khare hote hai. Yeah harami sambidhan ulanghan ki baat kar rahe hain,CAG
is ko bhi kisi muslim jalse me samil nahi time chahiye sansad hai party adhkh hai pahe apne aap ko dekhe,NAG
Toh owesi hi shamil ho jaye bhumi pujan me,NAG
Abe owaisi bosdeke Tu tera Dekh pahale,OAG
O hai kon sabal uthane wla kutta voknese kiya  hati rasta  badal dega,CAG
Isko kon sunta hay...Abe hinduv maro saalo ko.....y desh KEVAL Hindu Ka hay ......hum court me case jeete hay.....agar koi Bola ki Hindu Muslim Bhai to uski MC......,OAG
Madrachod ko Puriya Teri Man ka chut,OAG
Kitna bhi adnga quna aaye magar ram mandir ka kam nhi rukna chahiye,NAG
Yah kutta vaise hi hai kaun media wale ko kyon dikhte ho,CAG
Inlogo ke man me kut kut kar jahar bhara hai.,CAG
BJP get 314 in loksabha. Kya 5 Augusta me bakri id dekhayega DD me.owisi go to Pakistan. CPI wale go to china,NAG
Ye kon hota hai Hindu dharm ke mamle me bolne wala.  Isko kaho ki halala kyu hota hai uske khilaaf bool kahna.,NAG
Tera bap bhi nai rok sakta h,CAG
Yeh gandu aadmi hai inka gand suja do mar mar ke,OAG
Laura owaisi madarsut dom he tu rokke dekha vumipujonko hijira owaisi,OAG
Pm ku samil hona chahiye Jai shree RAM,NAG
Koi aisi jo bhi Naam hai uska chutiya Hi to hai ya donon bhai chutiya Akbar Birbal mein donon Nahin hai,CAG
Bhai hindustanme rehna he to bhart mata ki jay ..or jay shree ram bolna pdega...aur mullo tumhari maki chhoot...,OAG
Ram Mandir ka virodh Keval halala ki paidaish hi Karega,CAG
Tu seekhta ab kya karna kya nhi karna.. Hyderabad osmania hospital mein toh tu nhi dikha...,NAG
E to sala un hinduo ka saga hai... Jese mere ta k kuch .dust hindu madarchood  hai.... Ve bhi in bhosdi walo ki tarha apni ma chuda re hai...... Kuch pandit bhi gaad marba lete hai congress ki kha k... But mila kuch ni.. Sikude hue land ki tarha hai.... Gaad bhi mari ni jayegi oor kose ge choot ko......,OAG
"Anil, mukesh aur adani as raha hai kya ...kyuki Saab sa jaad Munafa wohi laag kaamya hai",NAG
"Abe dalal media vipaksh ka virodh kara hua vidio batao,,,,sale ye media bhadkane ka kaam kr rahi hai",CAG
Bharat ke midiya lagta hi bekup hi kaun hota hi Obosi uase sallaha Lena jaruri hi,NAG
Oye republic wale tumhara baap hai owasi smzhe apne sb baap ko bula lo wo akela he kafi hai,OAG
Mat rukna modi ji bhumi pujan to aap hi karoge ye owaisi aise hi mazak mei bol diya hoga,NAG
Beta Tere jese bahot  aake chale Gaye.. Modi ka name lene ki okat nai he Teri..,CAG
Hindi bhosdi ke Owaisi teri maa ka bhosda chudai khane Bhumi Pujan hoga Modi dwara hi hoga Jay Shri Ram,OAG
Hasbi savidhan Ke khilaf Nahin Hai Desh Ke Pradhanmantri Le Ja skte Puja,NAG
Kutte ki trh bhonkne vale he ovesi jaise gaddar,CAG
Jo lug Bharat Ka sanskriti birud karta unlugako boycott korna chaiye.,NAG
Kayar hinduon ke vansh ka hai ye  isliye bahaduri dikhana chahta hai,NAG
Tumko yah Maloom Nahin Hai Supreme Court ne Mandir Todkar Masjid bani hai,NAG
Sirf fb pe Hindu Muslim debate hota rahe ga kuch nai hoga sirf gali galuj hoga maa bahen baap ka gali jo ho raha hai hone do God is Great,NAG
"Behenchood Pakistani abb tu bolega ,sree ram ka puja kon karega...gund me goli mari isko pehle....",OAG
Kutte ko soro kam age boro.,CAG
Kutto ke bhokne se sher apna rasta nhi badalte,CAG
Owaisi Hain kaun jo Sawal Utha rahein hain?,NAG
bol agar tu jake aarti karega udher toh bol modiji  fir sochenge,NAG
Kar kya owaisi madar chod agar pm bumi pujan me samil ho gaye to,OAG
Owaisi ka mansik santulan kho gaya hai kuch bhi bol dega,CAG
Jai shri ram  hindustan hi hindu ki pahchan hai,NAG
PM Hindus ko bhi represent karta hain Owaisi,NAG
Hamare to Eki desh hain....,NAG
"Obasi  na Hindu hai na hinduo Ko Dharam Ko jante hai,hinduo ka neom se ghar ka ho yea Desh ka ho jo main gargen o to puja pat samil hogai. Thu masjit Jana chor de ise  may Tara valai",NAG
Ye sala kaun ho sakta h aisa bolne vala ye hindustan h haha Hindu ritirivaj me jo hota h vahi hoga jai shree ram,CAG
Mazid me 50 se jada log Namaj Nahi pad sakte unko kiu Nahi bolta vo savidhan ke khilaf Nahi hai,NAG
"Obc dagula Neta h oh yogi jee se sudharega,?",CAG
in jese chutiyo ki baatto per dhyan na diya jaye,CAG
Iftaar party me jana samvidhan ka ulanghan nahi hai par Ayodhya jaana samvidhan ka ulanghan hai. Ise kahte hai doglapan.,CAG
"Kutte teri aukat kya hay bhokne ki ,tu bhoka kar",CAG
Ye chutiye ko seriously kyu le rahe ho ?,CAG
Yhe gadar h Koi bhawan kese bhula de fir Sare musleman Islam Chod de,CAG
Owesi kaun hain be jihadi group ki leader hain jail me dalo,OAG
obaisi ek number ka sabse bada Gaddar Desh Ka sala yahi hai,CAG
Jiski jal rahi hai usko varnal ka upyog karna chahie,NAG
"MANMOHAN SINGH JEE GOLD TEMPLE JA SEKETEHEY, OBASI AGAR MASJEET JA SAKETEHEN TO OR KEON NEHI",NAG
Chutiya ne savit kar diya ganda khun pakistan ka h,CAG
Chal ne balo ki chalegi jalnebalo ki jalegi har har mahadev,CAG
O v c paghal hi yaha hyderabad nahi sudhar sake or ram rukane chale,NAG
Iska encounter kiyu nahi karte Bhai ye sala ungli karta rahta hai . Iska bhi koi sting opretion kar do koi,CAG
Aise gaddar desh drohi pe dhyan mat do,CAG
Aisi bhadwe Kya Re Tera Baap Hai Modi,OAG
Agar sabhi Hindu ho ek ho jay to kishi ki majal Jo kuchh bol de......,NAG
Acha hai Aap bhart me hai Pakistan me to mandar gurdaware Nast kar deye,NAG
Deshdrohiyo ko desh se nikalo,CAG
Ab lagta hai raxas koum ka anth hone wala hai.,CAG
Yogi gi in gaddar ro ko goli Marne ka aadesh do,OAG
Abhi babar majid banta to koi sale sawal nahi uthata Modi ji se Sb ki fati hai kya,CAG
Ye sab congress Gandhi Parivar ki chal hai logo ko pata chal gaya hai ki kon desh ke gaddar hai,CAG
Owaisi jase kutto ko sidha soot kr dena chahye,CAG
Hindu Temples ko bhi Dahshedgardh musalman ka bheed ne hi giraya tha janab Jinna Owaisi khan,NAG
Ovisi jayse kutte ki. Okat kaya hai jo  serko  rokega,CAG
Tu kitna bhi gand patak manddir to hoga hi vobhi modiji ke hatse.,CAG
OBC Jo bola Sahi wala Modi Ka Baap Ka Mandir Nahin,CAG
Obesi apne ander jhankey khud kitna secular he,NAG
Apna Mein Mard mante Hain Har chij mante Hain ka ek Musalman mil jaaye to 10 Hindu ko Kshetra Lenge theek hai Apna aap Kyunki Kanoon aur aur Sarkar Unka Sath de rahi dalit Musalman par Atyachar Sarkar ki sarkar hai bhai ki sarkar,NAG
Yeh log sirf Islaam chahte hai doosre dharm ke sathaaon  ko todo looto is se inko koi MATLAB nahin. Yeh dharm ki baat karte hai.,NAG
Ram janta ke adarsh he voh har sabak ke liye prerna he Jo criminals he voh unko nahi samajh pate,NAG
kuch nahi hoga salo,CAG
Hindustan ke PM ko Owaisi batayega ki Woh kya kare or kya na kare Owaisi ki koyi okad nahi Hindustan hamara hai yaha Hindu ka salega,CAG
Yeh naya tamasha dekhta hai kuchh na kuch bolenge,NAG
Murti Bana Ke naak Mein jaane ka rasta banaa rahe ho,NAG
Owaisi ko kya maloom hai Hindu to kya chij hai gaddar,CAG
Kya pradhan mantri ovesi ke bap ka nokar ki jo vo dhalla kahegha vo pradhan mantri karegha hat bahen chod kutta,OAG
Pm hone se pahle vah ek Hindu hai .,NAG
Asaduddin Owaisi Sahab bilkul sahi keh rahe Hain jo Asaduddin Owaisi Sahab ki baat ko galat kehte hain vo jahil anad gawar Hain,CAG
Atankvadi samuday khatreme hai,CAG
Sarkar kutub dharm ke naam per chalna hai to kursi chhod de apna kyunki kursi dharm ka naam Nahin leta hai,NAG
Des ke looteron ko maibaab bolte ho wo ulangan nhi sabidan ka,NAG
Iski maka boshada ....pm jayenge khuch bhi ho Jaye.,OAG
Ye chutya obc ab to sudhar ja modi. Sab clear kar diya,CAG
Are madarchod tu Teri Aastha chod ke to Bata beti chod.,OAG
Ab tujhe dekha denge hum mandir kha kha banta h tu kuch nhi kr pyega bhonkta eh..,NAG
Hinduonke sahansiltako lekar ye wicked man Etna bakwas kartahai.usko severe punishment dena uchit hai.,NAG
Who r u mother chod.... teri ammi jinda he to bhej sale.... abb kutta bole ga ki PM kaha jayega.... teri puri family ko gand marunga sale,OAG
Ye owesi chutiya h or chutiye jaisi baat karega,CAG
Ab yah Ram Mandir banna hai na ismein bhi Chanda Lena Shuru kar denge Har chij Mein tax Bada Denge Aaj chij Mein Bada Denge Jab Jaag in ka Ram mandir Banega Kyunki Sarkar ki hai,NAG
Inhe desh kyu bardast karta hi desh aur dharm drohi hi,NAG
Desh ke gardar ko goli maro shalo ko.,CAG
Tum aur Tumahara bhai sambidhan ka kya Hal kiya.,NAG
Mai ab tak soch raha tha ki avesi kutta ab tak kyo nahi bhoka,NAG
"Ram Naam Ki loot Hai ,loot sake toh loot,aant kaal pachitayega jab praan Jayenge choot Jai Shree  ram",NAG
Ovessi jesa madrchod nhi h is duniya me yaro ye ghdaar h Dess k Vero yeqin janiye sahid aap sb ki pta h Inki bato pr koe yekin nhi krna que ki jb bi Dess me koe acha Kam hota h tb ye saqsh biche me apna Randi Rona chede deta h taqi wo Kam sahi or sune trike se na ho ye in Kuch kuto ki soche h waqye hi me ye Dess derohi h in bato se ye baat Sabit hoti h,OAG
Are madarchod obsei sambidhan sikha mat,OAG
Tum ne aaj tak kon se savidhan ka palan kiya hai?,NAG
Maszid ham loge apne paise se banayenge,NAG
Jo hona hi oto hona hi hai bhokne wale bhokte rhe jai shri Ram,CAG
Behan ke logon andhbhakt Modi tumhara baap tumhara bahanoi hai tumhara jamai hai kya,CAG
Deshdrohi hi iska virodh krenge.,CAG
Congress apni chhavi kharab kar rahi hai,NAG
Pm se pehele bo ek hindu he un ko jana chahiye ye obesi to sala pagal he,CAG
Ek din tum media walo ko bahut yaad kiya jayega,NAG
Usko koi bhav Nahin de raha hai is liye vah kuchh bhi anap shanap bk raha hai,NAG
Madarchod sambidhan kya khata ha obasi,OAG
Modi je kuch v acha km karta hai to sab sa pahely OBC r Congress k Ghulam o k pichwade Mein Aag lagta hai,NAG
Bhuk ne bale gidad ka maat suniye,NAG
Fatt rhi h..chutiyo ki...Desh k gaddaro ki,CAG
Koi Muslim hamare hindu Ram mandir ke bare main nehi bolega jo bolega usko Pakistan nehi to chine bhejo do bhosdi ge ko,OAG
Kuch bhi karle rok nehi payega,NAG
Owesi ko kudda karneka time aa gaya.,NAG
Kyunki Kanoon Bittu ka hai media bhi Vishva ki hai aur Sarkar bhi chuki hai yah ki sarkar BJP Jo Hai vah Ki Sarkar Hai Chanda le le kar ja Ram Mandir banaenge dekh lena,NAG
Aise Gaddaro ko kutto ko turant saja honi chahiye.,CAG
kuchh to log kahenge logo ka kaam hai kehna,NAG
Owaisi to Bhadwa hai Owaisi ki kya aukat hai ab Jaisi to Bhadwa Dalal,CAG
OBC free SI ki news Mujhe mat bheja karo is Insan ko Dekhte hi Nafrat Hoti Hai yah pagal hai Deshdrohi hai,CAG
Sabse kaho koi mandir masjid nahen jaega to ye konsi hasti h Jo sabko rok Kar khud ja rahe h,NAG
Kashmir internet marketing Modi ko kyon le jab yah khud to BJP kyon a rahi hai koi baat Ka jawab,NAG
Medam jhut kiu bolrahi ho . Mandir tord kar masjid nahi bani . Ye kort ka manna hai,NAG
Jo jitna jor lagalea modi ji karengea bhumi pujan,NAG
Tum kitni bhi gand marvalo bihar se to bjp gyi,OAG
Kaun hai assauddin oske puchne se kya hoga bus sifr Tang ladane ajate hai bhikari Kahi ka,CAG
Ek dusare ki aastha par khel kar banaya huwa ram mandir kabhi dharmik rupse subha nahy mana jata,NAG
Shabd uthakar Jyada Nahin Ek sal ki jail mein Dal dijiye pura Hindustan Suhag Ban jaega,NAG
Owaisi maderchode  Hindustan ka pakka Gaddar hai Hamesha desh ko baithane wala Byan Deta Hai To Hindustan mein rahata hai hai aur Bharat Mata Jay bolane ka vajah hai Pakistan jindabad bolata hai tu madarchod,OAG
Dekha Tha Ram Mandir vahan per Tod Ke Babri Masjid Babar Ne Banaya tha kya,NAG
Is owaisi ko itna bhav kyon dete Ho,NAG
Suor tera Bharat Mata ki Jai bolna jaruri hai agar bharat me rehna hai to.,CAG
Koi mandir nahi toda Gaya s.c ne clear Kiya hai,NAG
Owaisi Kashi mathura ko bhi modi hona chahte hai,NAG
Bharkau byan tu deta hai our doas pm ko. Ulta chour UPPER se sina jouri,NAG
Madharchod sala Ovaisi esko bhut problem hai india me chala ja n chutia Pakistan jaha  TERE papa log hai,OAG
Apni gand fhad ke cilaoo sabhi santi doot,OAG
Ram ka janm dobara ho rahahai Kya  ram ka janm Nepal ma Huwa tha  fir Avi India me ram ka dobara janm ho raha hai dekho duniya ka rit modi ka chal,NAG
PM ko ek kuta ka sawal. Kya jabab dena chaiye?,CAG
Bhoomi poojan ka pura sansar may prashan hona chaiya pakistan may har hall may hona chaiya,NAG
Iske BAAP ka kya ja Raha hai,CAG
kuutte to bhokte rehte h inpr jyda dhyan naa de,CAG
Agar Ram mandir se Corona ko hara saktey ho to harske dikha do Taki dunia bhar mey Ram mandir apne  ap ho jayega,NAG
Yah sulawesi kutte ki aulad yah kya jaane Ram ka sthit,CAG
Gandme ungli karne wale hai khali owesi saab,OAG
owesi  sala koin  hota hai bhin ka lourda,CAG
Salasar galat bol rahe ho aap log Ladki Hai Na Kahan Ke Rehne Wali Hai bachi samajh jao,CAG
Bhai bhumi pujan me prime minister nhi ek katter Hindu ja rha hai ....,CAG
Ye Madharjaat ki kya awkaat jo Modi ke bare may bole haramjaat Suwar ki....,OAG
congressiyo ki potti aur talve chaat ta hai,CAG
Modi ji nahin jaenge tumhari ki man bhosda madarchod kaun hoyega,OAG
Mandir maszid sarkar thidi banati hai koi mszid sarkar ne banaywaya hai ye galat hai sirf vote ke liye,NAG
OBC ko Pakistan mein bhej do  vah jaake Kala Divas Manaya jaega,NAG
HamTeacher. Ko. April. Month. Sa. Salery. Nhi Mili. Ha. Kya Kara private School ma,NAG
Ishwar ke bacche varshik ko jald se jald paise de diya Jaaye,NAG
Mula obc pakistan chalange kiyo ki ram janm bhumi hai,CAG
Raajiv gup gup..sonia .woh Raja hum rank...chutiya hai..tu k mai..,CAG
Qureshi Jaise pagal Insan rahte hain Bhav khate Rahenge Modi sher Hai sher ki tarah Jaega unko par Chad dega,NAG
Shapath lete Pradhanmantri Musalman ban jata hai kya chutiya Owaisi,CAG
In logo ko bolne do inko value mat do aj media bhi is khabar ko din bhar chala raha he dusari khabar jaise inlogo ke pas he hi nahi,NAG
Is kuttia ke bacche ko ikkis laatoh ki salami,CAG
Chahe vah Desh Ka Pradhanmantri kya hai na yah OBC ka hai na sanvidhan ka ullanghan nahin kar sakte Aap Jo Hamare sanvidhan mein likha gaya hai Samjha diya hai kahan gaya hai to uska Pujan karna aapke gairkanooni kam hai aap Pradhanmantri ka,NAG
Obesi kya supreme court ke judge hain.kon kahan jayega uski permission is obesi se leni hogi.,NAG
In jihadio ko media itna serious kyo leta h,NAG
Bhosdi k hinduo k kam kaj me tang adayega to tang tod di jayegi,OAG
Bhumi Pujan ho ga phir kitna hi gand ka tagat Laga le bipakchhi,OAG
Koi galat thodi bol rahe ha ovaisi ankal,NAG
Babri masjid kahan tatha aap kahan tha anil Lok bishnu ab kya sakte hain,NAG
Pradhanmantri modi ki news chahie jindagi mein,NAG
Ramnath cobind ko kue nahi bulaya kue ki wo sotti jat ki hai na? We support our Pasidant.joy hind,NAG
OBC madrachod hai Modi Jaise aadami ko rokne ke liye usko Cena chahie,OAG
Suar h gandgi failana he is Ka kaam h,CAG
Ye madarchod ko sawal uthane se keya hoga ifhar suno udhar nikalo ye sab chhoti moti bat pe dheyan mt do,OAG
Je jo oweshi suar hai na iski maka bhosda ye randi ki olad hai,OAG
Yeh sab molla chilla ne se modi ji ka kuch ukhaad nehi payenge...modi ji you are great person .. jai shree ram,NAG
"DESH  MY ITNEY SAYTAN KAHA SAY PAIDA HO ,, NEHRU,, GHANDHI JINNA,,SAY  PUCHATA HI BHARET,,,",NAG
Ye suvar konsa savidhan pe chalta pucho sale harami ku,CAG
Owesi Ko Apne hisab se savidhan Ko manna hai ...aur kuch kanoon ke liye ise shariya manna hai...dogla  owesi isko bhonkne do,NAG
desh drohi owaisi sun Jada bolega to Pakistan vajdunga.             Ye Hindustan He  Hindustan. Jai hind.  Jai Shree Ram. Bharat mata ki Jai .,CAG
100%smil hongemodi owesi kon he bol ne baala,NAG
"Bhokte se Modiji ka kya hoga bhumipujan to hoga, e log 500 sal se bhokte bhokte thakawat a gya",CAG
Jaise Turki Aaya Sofia Ko Yad Rakha Gaya vaise hi hi Babri Masjid Ko Yad Rakha jaega,NAG
Sale kutte haramzade Mandir to Banega jis ki Gand mein dam hai to rok le Jay Shri ram,CAG
Es chutiya ko jel me dale sarkar Ye danga karane ke kosis kar raha hai,CAG
Obesi ka baap v nae kuch kar payega.. jay Shree ram,CAG
Abe bhadve pm ke haat se bhumi pujan hoga hum hindu hai es se teri gaand kyan jali,OAG
ati padi h...insb ki jab se ram mandir ki khabar suni hai....harami sala,OAG
Owaisi kutta kar sakta hai shabdon ke batao to Pradhanmantri Mandir Nahin Ja Sakte Owaisi Jaise kutton ka kya Kahana hai,CAG
Tujhe se Media ko Bharosa karna chahie galat bol rahi theek hai. Galat bol bol ke Kitna bacha Gira Kab Tak,NAG
Bharat ki is pawan bhoomi par is harami ka hona hi galat,NAG
are aasur ka.naati ye dharmik bhavna ka ulanghan h  tere  ko notice ja sakta h re obaishiya,NAG
Owaisi soch Raha hai ki main ab rajnitik kaise karunga ab to Ram Mandir ban bhi gaya ab main roti rajnitik ka roti kaise sake paunga Owaisi abhi bhi rajnitik band kar de Owaisi,NAG
Owaisi Ka kahene por hame chalna hoga kea Bo  kon hay,NAG
Eai owasi kon hai bolne bala un logo ka kya sunoo ....,NAG
A obaseko  india  Se likalky pakistan byjdena chaiy  india ka khana khayega pakistan ka gayga,NAG
tum jaise media owisi ki publicity kyo karte ho,NAG
Ye oweisi landan me jarurat se jyada Padhai kar liya hai our gyan batne me laga hai Isko pucho ki sandsasad Hokar dharmik agenda me samil hota hai tab ulnghan nah.  hota ha Ye muslim ko bewkuf bana raha haii,NAG
Asaduddin Owaisi ki kya takat hai vah kya kar payega Kuchh Bhi Nahin kar payega koi bhi kitna takat Laga Le Ram Mandir Bhumi Pujan Hoke Rahega jo bhi bich Mein aaega khatm ho jaega,NAG
Ram Mandir ban ne se koi nhi rok Sakta ....jay Shri ram,NAG
Modi ji... Owesi rawan ke kutte hai bhok ne dijiye,CAG
Fir to obaisi ko Masjid me namaj nahi padhna chahiye..,NAG
Iftar me samil hona secularism hain...na,NAG
Bhaiya yah Bhumi Pujan Nepal mein ho raha hai Hindustan mein bahut confusion hai,NAG
Pehle hawan karte the ...to asur aa jaate the...aaj bhi yahi ho raha hai...bas thoda change hai..asur insan ki tara lagte hain,NAG
Kyo saly Randi ki olad tujhy hna h Kya samil kutiya ki olad saly,OAG
BJP Jhoot bolkar Nahin banaa sakta Ram Mandir,NAG
Hindutwa par Sawal karne wala kon owesi ?hindu logo ne kya secular ka theka liya hain .,NAG
to tum topi quin pahanta hai be parliament me vo samvidhan ka ulanghan hai,NAG
Pura Mandir Hai Ram Mandir Rahega ke bolane aayega choor choor kar denge,NAG
Suvvar ko goli mardo ya fir lift karke Pakistan me fek do,CAG
"OBAISE  KAUN HE  , MIDIA WALA  HARAMI  HE  , USKA BAT KYUN  FELA RAHAHE  ,",OAG
Owaisi suar khud sambidhan ka majak udaya hai aur ungli Modiji ka upar utha raha hai.Ye harami toh desh ka khata hai aur Pakistan ka goon gaata hai.,CAG
Obec   dharm kise kahate hain   ?   Batao   ?   Dharm parivartan karana sahi hai   tho batao    ?,NAG
Glt to hinduo ke desh mae tumhara rehna bhi hai to kya kre ab bhoske,OAG
A saale gadhe (Owaisi) ko Pakistan vej dena chahiye.,NAG
Abe iske bolne see aj Tak kuch nhi hua,NAG
Ayodhya Mein Mandir Banna ki koi bhi Modi ji,NAG
Ye chutiya ko midea wale dikha dikha ne jhut mut ka ese bada bana raha hai,CAG
Abey mullo ko yeh bhi nahi pata babar tha he nahi,OAG
Kitna insecure h ye log isko mirchi lagi h to thanda pani pine ki jagah garam pani pi raha haiBarnol do isko koi,NAG
Ye hai jihadiyon ki asaliyat jo halala ki baat karte hai,OAG
Owaisi Ki Baat aur Gadhe Ki Laat donon barabar Jisko Jitna bhokna hai hai chalana hai hi chaal chal rahi hai karte raho is baar Modi aur Yogi hai Koi fayda Nahin nikalega Jo hona hai wahi hoga,CAG
Narendra Modi Nahin Jaega To tera baap jayega kya bhosdi ke,OAG
Agra me masjid kee jugha jaha dee gayee hai vaha asptaal banvane kee baat ovisee kyo nahee karta bhadva madrjaat,OAG
Owaisi duniya ka sb se Ghatiya admi h...Ye sala boht bada Terrorist h....isko Nikalo is desh se,CAG
Tumse b Jay shree ram bhulva sakte h hindu isliye okat mai rah,CAG
Owaisi tu hota Kaun hai puchne wala apni aukat mein rahe,CAG
"hindustan pe mandir nehi banega to kya pakistan pe banega gaddaro, desh drohi,",CAG
Kute tu kitna bhi bhok le ram mandir me modi Pooja krega kute bhok te rhate ha,CAG
Ram mandir  hindustan mai hai Pakistan mai nahi thu khon hai bolne wala,NAG
Es kuta ko Des sa bahar nikalo salo ko tab sudharaga obc,CAG
"Jana chahiye yahi toh heart sanskiriti aur dhara 370, aur Rammandir ye Ghosh na patra me h",NAG
Mera Desh ka pm Narendra Modi hai  phir madhar chod Owaisi bolne Bala koun hota hai,OAG
Jaahil Chahen Kitni Bhi Jaahiliat Dikha Leyen Shri Ram Ka Mandir Ban Ke Rahegaa,CAG
Tuj jaise muslim bharat me nehi rahena chahiye,NAG
Jalan aur taklif dono kabhi badh gai h in logo ki majaa a raha h,NAG
Is chut jaisi shakal wale ke muh mein koi land dedo,OAG
Abe atanki reporter wo nahin dikhaoge jo hindu log kehrahe hain,NAG
"Bhoknevale bhoke,Hum bhumipujan karenge,Jay shree ram",CAG
Ovaisi ye pagal h khurak shant hona chahiye,NAG
Aaj tak kavi ek kam to aachha Kate?,NAG
Gandu k kahne pr hamare Ram Mandir k bhumipujan m Narendra Modi nahi jayenge yesa ho nahi Sakta,OAG
Ea bhdwa bhadka ne ki kosis kar kar ke  apne ka nas karega...,OAG
Kon sa babri masjid jise baber naam ke kutte ne rangranliya manne ke liye bnaya tha acha hua ki wo mitti mill me gya,CAG
OWAISHI TUJHE V TO ENSHAN ME PAIDA NAHI HONA CHAHIYE THA MAGAR TU PAIDA HO GAYA,NAG
